cancer_type	cancer_type_code	drug	gene	proximal_cancer_genes	label	type_alt	genomic_element	samples_mut_treatment	freq_t	samples_mut_control	freq_c	qvalue	log_qvalue	log2(odds_ratio)	significant	annotated	representative_mech	is_treatment_exclusive	is_TED	Literature	comment	is_subtype	found_in_subtype	is_target_treatment
Breast carcinoma	BRCA	Platinum	GATA3		GATA3 - Platinum (BRCA)	coding mutations		6	0.09375	23	0.11442786069651742	1.0	-0.0	-0.3190461260152903	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	KMT2C		KMT2C - Pyrimidine antagonist (BRCA)	coding mutations		37	0.1284722222222222	27	0.13432835820895522	1.0	-0.0	-0.06676310645561565	False	False	False	False	False			False	True	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	AKT1		AKT1 - Pyrimidine antagonist (BRCA)	coding mutations		12	0.041666666666666664	8	0.03980099502487562	1.0	-0.0	0.07550151479511262	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Pyrimidine_antagonist	RB1		RB1 - Pyrimidine antagonist (BRCA)	coding mutations		8	0.027777777777777776	6	0.029850746268656716	1.0	-0.0	-0.1002062060789788	False	False	False	True	False			False	True	False
Breast carcinoma	BRCA	Anti_HER2	GATA3		GATA3 - Anti HER2 (BRCA)	coding mutations		8	0.10256410256410256	23	0.11442786069651742	1.0	-0.0	-0.17548132648820414	False	False	False	False	False			False	False	False
Leiomyosarcoma	LMS	Anthracycline	TP53		TP53 - Anthracycline (LMS)	coding mutations		7	0.5384615384615384	7	0.4666666666666667	1.0	-0.0	0.41611911500429494	False	False	False	False	False			False	False	False
Breast cancer triple negative	BRCA_TNB	Taxane	PTEN		PTEN - Taxane (BRCA TNB)	coding mutations		4	0.0625	5	0.06329113924050633	1.0	-0.0	-0.017903874421960838	False	False	False	False	False			True	False	False
Breast cancer triple negative	BRCA_TNB	Alkylating	PTEN		PTEN - Alkylating (BRCA TNB)	coding mutations		4	0.06349206349206349	5	0.06329113924050633	1.0	-0.0	0.006319326444803686	False	False	False	False	False			True	False	False
Breast cancer triple negative	BRCA_TNB	Anthracycline	PTEN		PTEN - Anthracycline (BRCA TNB)	coding mutations		4	0.06153846153846154	5	0.06329113924050633	1.0	-0.0	-0.04172627140723578	False	False	False	False	False			True	False	False
Lung squamous cell carcinoma	LUSC	Platinum	CDKN2A.p16INK4a		CDKN2A.p16INK4a - Platinum (LUSC)	coding mutations		5	0.23809523809523808	10	0.2127659574468085	1.0	-0.0	0.21070056262980394	False	False	False	False	False			False	False	False
Lung squamous cell carcinoma	LUSC	Pyrimidine_antagonist	TP53		TP53 - Pyrimidine antagonist (LUSC)	coding mutations		14	0.875	39	0.8297872340425532	1.0	-0.0	0.5229570875412921	False	False	False	False	False			False	False	False
Kidney renal clear cell carcinoma	KIRC	Multikinase_inhibitor	PBRM1		PBRM1 - Multikinase inhibitor (KIRC)	coding mutations		10	0.45454545454545453	53	0.48623853211009177	1.0	-0.0	-0.18196237869554585	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Platinum	ELF3		ELF3 - Platinum (BLCA)	coding mutations		13	0.17333333333333334	4	0.17391304347826086	1.0	-0.0	-0.004381269604515738	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Platinum	PIK3CA		PIK3CA - Platinum (BLCA)	coding mutations		13	0.17333333333333334	4	0.17391304347826086	1.0	-0.0	-0.004381269604515738	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Platinum	FOXQ1		FOXQ1 - Platinum (BLCA)	coding mutations		5	0.06666666666666667	1	0.043478260869565216	1.0	-0.0	0.6529944832500076	False	False	False	True	False			False	False	False
Bladder urothelial carcinoma	BLCA	Platinum	AC132872.2		AC132872.2 - Platinum (BLCA)	coding mutations		3	0.04	0	0.0	1.0	-0.0	8.26052755022322	False	False	False	True	False			False	False	False
Bladder urothelial carcinoma	BLCA	Platinum	TSC1		TSC1 - Platinum (BLCA)	coding mutations		8	0.10666666666666667	2	0.08695652173913043	1.0	-0.0	0.3273784946908768	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	ELF3		ELF3 - Pyrimidine antagonist (BLCA)	coding mutations		13	0.19117647058823528	4	0.17391304347826086	1.0	-0.0	0.1682919376705554	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	PIK3CA		PIK3CA - Pyrimidine antagonist (BLCA)	coding mutations		14	0.20588235294117646	4	0.17391304347826086	1.0	-0.0	0.3015659697061937	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	TSC1		TSC1 - Pyrimidine antagonist (BLCA)	coding mutations		8	0.11764705882352941	2	0.08695652173913043	1.0	-0.0	0.4864569557687308	False	False	False	False	False			False	False	False
Bladder urothelial carcinoma	BLCA	Pyrimidine_antagonist	FOXQ1		FOXQ1 - Pyrimidine antagonist (BLCA)	coding mutations		5	0.07352941176470588	1	0.043478260869565216	1.0	-0.0	0.8049058242972835	False	False	False	True	False			False	False	False
Lung adenocarcinoma	LUAD	Platinum	EGFR		EGFR - Platinum (LUAD)	coding mutations		13	0.18309859154929578	6	0.16666666666666666	1.0	-0.0	0.16567357177866934	False	False	False	False	False			False	False	False
Uterus carcinoma	UCEC	Platinum	PIK3R1		PIK3R1 - Platinum (UCEC)	coding mutations		5	0.3333333333333333	14	0.3333333333333333	1.0	-0.0	0.0014419741739063216	False	False	False	False	False			False	False	False
Uterus carcinoma	UCEC	Taxane	PIK3R1		PIK3R1 - Taxane (UCEC)	coding mutations		4	0.3076923076923077	14	0.3333333333333333	1.0	-0.0	-0.16830288179262853	False	False	False	False	False			False	False	False
Skin melanoma	SKCM	Immunotherapy	NRAS		NRAS - Immunotherapy (SKCM)	coding mutations		11	0.2558139534883721	24	0.23076923076923078	1.0	-0.0	0.13104420126463076	False	False	False	False	False			False	False	False
Skin melanoma	SKCM	Immunotherapy	CDKN2A.p16INK4a		CDKN2A.p16INK4a - Immunotherapy (SKCM)	coding mutations		9	0.20930232558139536	20	0.19230769230769232	1.0	-0.0	0.09036074879657244	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	FOXA1		FOXA1 - Anti AR  GnRH (PRAD)	coding mutations		35	0.10802469135802469	15	0.09803921568627451	1.0	-0.0	0.15728545609263625	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Anti_AR__GnRH	PTEN		PTEN - Anti AR  GnRH (PRAD)	coding mutations		19	0.05864197530864197	10	0.06535947712418301	1.0	-0.0	-0.16517607131422932	False	True	False	False	False	10.1158/1078-0432.CCR-17-2006		False	False	False
Prostate carcinoma	PRAD	Taxane	FOXA1		FOXA1 - Taxane (PRAD)	coding mutations		25	0.1091703056768559	15	0.09803921568627451	1.0	-0.0	0.1743437496053751	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Taxane	SPOP		SPOP - Taxane (PRAD)	coding mutations		18	0.07860262008733625	12	0.0784313725490196	1.0	-0.0	0.004853231363292758	False	False	False	False	False			False	False	False
Prostate carcinoma	PRAD	Taxane	PTEN		PTEN - Taxane (PRAD)	coding mutations		16	0.06986899563318777	10	0.06535947712418301	1.0	-0.0	0.1045760652650075	False	False	False	False	False			False	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_EGFR	APC		APC - Anti EGFR (COREAD MSS)	coding mutations		36	0.8372093023255814	35	0.8333333333333334	1.0	-0.0	0.04204392328833854	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	KRAS		KRAS - Anti VEGF (COREAD MSS)	coding mutations		96	0.5	21	0.5	1.0	-0.0	0.0014419741739063216	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	NRAS		NRAS - Anti VEGF (COREAD MSS)	coding mutations		16	0.08333333333333333	3	0.07142857142857142	1.0	-0.0	0.24222832528487484	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	AMER1		AMER1 - Anti VEGF (COREAD MSS)	coding mutations		21	0.109375	4	0.09523809523809523	1.0	-0.0	0.2236284874188197	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	ARID1A		ARID1A - Anti VEGF (COREAD MSS)	coding mutations		17	0.08854166666666667	3	0.07142857142857142	1.0	-0.0	0.3378334010632017	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Anti_VEGF	TCF7L2		TCF7L2 - Anti VEGF (COREAD MSS)	coding mutations		13	0.06770833333333333	3	0.07142857142857142	1.0	-0.0	-0.08140908803948323	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	KRAS		KRAS - Topoisomerase inhibitor (COREAD MSS)	coding mutations		64	0.48484848484848486	21	0.5	1.0	-0.0	-0.0859307915267587	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	AMER1		AMER1 - Topoisomerase inhibitor (COREAD MSS)	coding mutations		12	0.09090909090909091	4	0.09523809523809523	1.0	-0.0	-0.07248275380152368	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	ARID1A		ARID1A - Topoisomerase inhibitor (COREAD MSS)	coding mutations		9	0.06818181818181818	3	0.07142857142857142	1.0	-0.0	-0.07063390302449019	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Topoisomerase_inhibitor	ATM		ATM - Topoisomerase inhibitor (COREAD MSS)	coding mutations		16	0.12121212121212122	5	0.11904761904761904	1.0	-0.0	0.030957034888326938	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	NRAS		NRAS - Platinum (COREAD MSS)	coding mutations		19	0.07063197026022305	3	0.07142857142857142	1.0	-0.0	-0.01595757390297625	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	APC		APC - Platinum (COREAD MSS)	coding mutations		223	0.828996282527881	35	0.8333333333333334	1.0	-0.0	-0.043102936409235015	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	ARID1A		ARID1A - Platinum (COREAD MSS)	coding mutations		22	0.08178438661710037	3	0.07142857142857142	1.0	-0.0	0.21274953137237004	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	BCL9L		BCL9L - Platinum (COREAD MSS)	coding mutations		12	0.04460966542750929	1	0.023809523809523808	1.0	-0.0	0.9376433622861048	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Platinum	TGIF1		TGIF1 - Platinum (COREAD MSS)	coding mutations		9	0.03345724907063197	1	0.023809523809523808	1.0	-0.0	0.506125368163031	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	KRAS		KRAS - Pyrimidine antagonist (COREAD MSS)	coding mutations		146	0.4786885245901639	21	0.5	1.0	-0.0	-0.12148809712108405	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	APC		APC - Pyrimidine antagonist (COREAD MSS)	coding mutations		248	0.8131147540983606	35	0.8333333333333334	1.0	-0.0	-0.1989648147473105	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ZFP36L2		ZFP36L2 - Pyrimidine antagonist (COREAD MSS)	coding mutations		27	0.08852459016393442	3	0.07142857142857142	1.0	-0.0	0.3375283426727872	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	ARID1A		ARID1A - Pyrimidine antagonist (COREAD MSS)	coding mutations		26	0.08524590163934426	3	0.07142857142857142	1.0	-0.0	0.2779484968858055	False	False	False	False	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	TGIF1		TGIF1 - Pyrimidine antagonist (COREAD MSS)	coding mutations		11	0.036065573770491806	1	0.023809523809523808	1.0	-0.0	0.6182514428377802	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	BCL9L		BCL9L - Pyrimidine antagonist (COREAD MSS)	coding mutations		14	0.04590163934426229	1	0.023809523809523808	1.0	-0.0	0.9807627995757416	False	False	False	True	False			True	False	False
Colorectal cancer MSS	COREAD_MSS	Pyrimidine_antagonist	BMP10		BMP10 - Pyrimidine antagonist (COREAD MSS)	coding mutations		14	0.04590163934426229	1	0.023809523809523808	1.0	-0.0	0.9807627995757416	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anti_AR__GnRH	TP53		TP53 - Anti AR  GnRH (BRCA HER2pos)	coding mutations		6	0.6	10	0.5555555555555556	1.0	-0.0	0.2642361510435469	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Taxane	TP53		TP53 - Taxane (BRCA HER2pos)	coding mutations		27	0.574468085106383	10	0.5555555555555556	1.0	-0.0	0.1863003733226885	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Alkylating	PIK3CA		PIK3CA - Alkylating (BRCA HER2pos)	coding mutations		15	0.4166666666666667	7	0.3888888888888889	1.0	-0.0	0.23826278316037294	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Alkylating	TP53		TP53 - Alkylating (BRCA HER2pos)	coding mutations		18	0.5	10	0.5555555555555556	1.0	-0.0	-0.2377637576096244	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Selective_ER_modulator	TP53		TP53 - Selective ER modulator (BRCA HER2pos)	coding mutations		23	0.5227272727272727	10	0.5555555555555556	1.0	-0.0	-0.11872693857075142	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Pyrimidine_antagonist	PIK3CA		PIK3CA - Pyrimidine antagonist (BRCA HER2pos)	coding mutations		7	0.35	7	0.3888888888888889	1.0	-0.0	-0.1239578907876821	False	False	False	False	False			True	False	False
Breast cancer ER+/HER2+	BRCA_HER2pos	Anti_HER2	PIK3CA		PIK3CA - Anti HER2 (BRCA HER2pos)	coding mutations		18	0.4090909090909091	7	0.3888888888888889	1.0	-0.0	0.1228874844011198	False	False	False	False	False			True	False	False
Colorectal carcinoma	COREAD	Anti_EGFR	APC		APC - Anti EGFR (COREAD)	coding mutations		36	0.8181818181818182	39	0.7647058823529411	1.0	-0.0	-0.11391514376284755	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Anti_VEGF	KRAS		KRAS - Anti VEGF (COREAD)	coding mutations		96	0.49230769230769234	24	0.47058823529411764	1.0	-0.0	-0.13889185594993084	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	NRAS		NRAS - Anti VEGF (COREAD)	coding mutations		16	0.08205128205128205	3	0.058823529411764705	1.0	-0.0	0.3748097498151235	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	APC		APC - Anti VEGF (COREAD)	coding mutations		164	0.841025641025641	39	0.7647058823529411	1.0	-0.0	0.02294434409355976	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	ZFP36L2		ZFP36L2 - Anti VEGF (COREAD)	coding mutations		18	0.09230769230769231	4	0.0784313725490196	1.0	-0.0	0.11236652307256316	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Anti_VEGF	BCL9L		BCL9L - Anti VEGF (COREAD)	coding mutations		9	0.046153846153846156	2	0.0392156862745098	1.0	-0.0	0.10713472776373434	False	False	False	True	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	AMER1		AMER1 - Topoisomerase inhibitor (COREAD)	coding mutations		13	0.09558823529411764	4	0.0784313725490196	1.0	-0.0	0.1751722096808129	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	NRAS		NRAS - Topoisomerase inhibitor (COREAD)	coding mutations		8	0.058823529411764705	3	0.058823529411764705	1.0	-0.0	-0.13439325287501488	False	False	False	False	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	BCL9L		BCL9L - Topoisomerase inhibitor (COREAD)	coding mutations		7	0.051470588235294115	2	0.0392156862745098	1.0	-0.0	0.27929111861273864	False	False	False	True	False			False	True	False
Colorectal carcinoma	COREAD	Topoisomerase_inhibitor	DENND3		DENND3 - Topoisomerase inhibitor (COREAD)	coding mutations		6	0.04411764705882353	2	0.0392156862745098	1.0	-0.0	0.045792418514089904	False	False	False	True	False			False	True	False
Colorectal carcinoma	COREAD	Platinum	NRAS		NRAS - Platinum (COREAD)	coding mutations		19	0.06934306569343066	3	0.058823529411764705	1.0	-0.0	0.11328420517321812	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	APC		APC - Platinum (COREAD)	coding mutations		223	0.8138686131386861	39	0.7647058823529411	1.0	-0.0	-0.2603808091922519	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	AMER1		AMER1 - Platinum (COREAD)	coding mutations		24	0.08759124087591241	4	0.0784313725490196	1.0	-0.0	0.030326069500431777	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	ZFP36L2		ZFP36L2 - Platinum (COREAD)	coding mutations		27	0.09854014598540146	4	0.0784313725490196	1.0	-0.0	0.21770873796599668	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	BCL9L		BCL9L - Platinum (COREAD)	coding mutations		13	0.04744525547445255	2	0.0392156862745098	1.0	-0.0	0.1499449468590456	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	FLCN		FLCN - Platinum (COREAD)	coding mutations		9	0.032846715328467155	1	0.0196078431372549	1.0	-0.0	0.6292880934968705	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Platinum	TGIF1		TGIF1 - Platinum (COREAD)	coding mutations		9	0.032846715328467155	1	0.0196078431372549	1.0	-0.0	0.6292880934968705	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	AMER1		AMER1 - Pyrimidine antagonist (COREAD)	coding mutations		27	0.08598726114649681	4	0.0784313725490196	1.0	-0.0	0.003986114388209148	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	ZFP36L2		ZFP36L2 - Pyrimidine antagonist (COREAD)	coding mutations		30	0.09554140127388536	4	0.0784313725490196	1.0	-0.0	0.17120682741814242	False	False	False	False	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	BCL9L		BCL9L - Pyrimidine antagonist (COREAD)	coding mutations		17	0.054140127388535034	2	0.0392156862745098	1.0	-0.0	0.3532674026667078	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	TGIF1		TGIF1 - Pyrimidine antagonist (COREAD)	coding mutations		11	0.03503184713375796	1	0.0196078431372549	1.0	-0.0	0.7281542237758853	False	False	False	True	False			False	False	False
Colorectal carcinoma	COREAD	Pyrimidine_antagonist	AL160286.1		AL160286.1 - Pyrimidine antagonist (COREAD)	coding mutations		3	0.009554140127388535	0	0.0	1.0	-0.0	8.845490050944377	False	False	False	True	False			False	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	ENSG00000108239_TBC1D12		TBC1D12 [5utr] - Selective ER modulator (BRCA ERpos)	non-coding mutation	5utr	9	0.027439024390243903	2	0.025	1.0	-0.0	0.15096705643941116	False	False	False	True	False			True	False	False
Breast cancer ER+/HER2-	BRCA_ERpos	Selective_ER_modulator	ENSG00000168255_POLR2J3		POLR2J3 [proximal promoters] - Selective ER modulator (BRCA ERpos)	non-coding mutation	proximal_promoters	3	0.009146341463414634	0	0.0	1.0	-0.0	0.5591634768437505	False	False	False	True	False			True	False	False
